"group"	"set"	"method"	"cutoff"	"ontology"	"ID"	"Pop.total"	"Pop.term"	"Study.total"	"Study.term"	"Pop.family"	"Study.family"	"nparents"	"is.trivial"	"p"	"p.adjusted"	"p.min"	"depth"	"ic"	"partition"	"level3"	"name"	"loci"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006413"	40819	1180	3682	415	17998	1855	3	"false"	2.98637314879756e-128	1.05866928124874e-124	0	26	6.57935804391021	"biological_process"	"cellular process"	"translational initiation"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006414"	40819	1180	3682	415	6000	617	2	"false"	8.71667152910359e-169	3.09790506144342e-165	0	26	7.01607569552248	"biological_process"	"organic substance metabolic process"	"translational elongation"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006415"	40819	1180	3682	415	1245	422	2	"false"	1.1285621074794e-05	0.0354481357959281	2.9427650915177e-110	36	8.35585004100747	"biological_process"	"cellular component organization or biogenesis"	"translational termination"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006457"	40819	414	3682	120	22141	2462	1	"false"	9.10296875395006e-24	3.14962718886672e-20	0	2	7.5756914834579	"biological_process"	"NA"	"protein folding"	"Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006518"	40819	1335	3682	432	9532	1283	2	"false"	1.22506807954981e-85	4.33674100160633e-82	0	9	4.5862288229175	"biological_process"	"nitrogen compound metabolic process"	"peptide metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006520"	40819	690	3682	140	18700	1899	3	"false"	4.79172952152022e-16	1.6349381127427e-12	0	15	4.44019726752875	"biological_process"	"cellular process"	"cellular amino acid metabolic process"	"P24099,O82560"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006732"	40819	522	3682	133	672	145	1	"false"	7.06407725702846e-07	0.0022838161771973	3.00664990880615e-154	5	4.97919376826144	"biological_process"	"cellular process"	"coenzyme metabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006753"	40819	640	3682	178	4684	480	3	"false"	1.54612006878914e-43	5.42224308124351e-40	0	20	4.43118007387856	"biological_process"	"cellular process"	"nucleoside phosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006757"	40819	142	3682	63	880	210	4	"false"	2.61451772195320e-09	8.69850046093828e-06	3.49198337410525e-168	47	7.28800941100612	"biological_process"	"cellular process"	"ATP generation from ADP"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006812"	40819	1271	3682	210	1920	262	1	"false"	7.30495324025169e-08	0.000239237218618243	0	5	3.79624794292889	"biological_process"	"establishment of localization"	"cation transport"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006873"	40819	239	3682	53	422	62	2	"false"	1.94044441980092e-07	0.000632390836413118	9.79298474222437e-125	13	5.68484111158561	"biological_process"	"regulation of biological quality"	"cellular ion homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0006886"	40819	972	3682	287	1521	378	3	"false"	7.1282378431659e-09	2.3630108450095e-05	0	21	5.22431622629442	"biological_process"	"establishment of localization"	"intracellular protein transport"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0007005"	40819	281	3682	77	3270	485	1	"false"	7.5054208165207e-09	2.48579537443166e-05	0	5	5.87094339121947	"biological_process"	"cellular component organization or biogenesis"	"mitochondrion organization"	"Q39821,Q39828"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0007264"	40819	170	3682	85	786	132	1	"false"	6.83478976432297e-33	2.38944250160731e-29	1.65018720310337e-177	17	7.01607569552248	"biological_process"	"biological regulation"	"small GTPase mediated signal transduction"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0008104"	40819	1361	3682	345	1618	371	1	"false"	9.14334660608871e-09	3.0200473839911e-05	9.39986227018461e-307	3	3.9025603863121	"biological_process"	"macromolecule localization"	"protein localization"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0008150"	40819	29947	3682	3141	40819	3682	1	"false"	7.11831026049279e-74	2.51561084605815e-70	0	0	0.284035274283438	"biological_process"	"NA"	"biological_process"	"P08960,P08995,Q00423,Q43463,P04670,P04671,P04672,Q948P5,Q948P6,P16313,P37228,P0CG89,O04104,P24099,O82560,P50346,P08863,Q42806,Q10370,P04144,P04145,Q39821,Q39828,Q39817,Q39836,Q39839,P19976,P02236,P02235,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0008199"	40819	27	3682	11	617	54	1	"false"	3.73403519516521e-06	0.0119302424485528	8.91170025952863e-48	7	10.7537453138058	"molecular_function"	"ion binding"	"ferric iron binding"	"Q948P5,Q948P6,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0008301"	40819	106	3682	35	4340	109	1	"false"	9.5352112281137e-32	3.3296957608573e-28	1.11384610982383e-215	6	9.36745095268595	"molecular_function"	"organic cyclic compound binding"	"DNA binding, bending"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009056"	40819	2763	3682	351	22147	2186	1	"false"	1.38489270907378e-07	0.000452028980241681	0	2	3.23134508241872	"biological_process"	"NA"	"catabolic process"	"P04670,O04104,Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009058"	40819	8272	3682	965	22147	2186	1	"false"	4.18885620828218e-12	1.41248231343275e-08	0	2	2.47455553661084	"biological_process"	"NA"	"biosynthetic process"	"Q00423,P24099,O82560,P50346,Q10370,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009123"	40819	405	3682	153	640	178	1	"false"	9.14880570570015e-15	3.11333858164976e-11	5.62985090116954e-182	21	5.53338948872752	"biological_process"	"cellular process"	"nucleoside monophosphate metabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009126"	40819	340	3682	144	405	153	1	"false"	4.39130755999663e-06	0.0139950971937093	6.1808471066292e-77	22	5.88621086335026	"biological_process"	"cellular process"	"purine nucleoside monophosphate metabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009141"	40819	341	3682	133	640	178	1	"false"	5.92595574239736e-12	1.99645448961367e-08	2.75504407572088e-191	21	5.74311001970959	"biological_process"	"cellular process"	"nucleoside triphosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009144"	40819	310	3682	131	341	133	1	"false"	2.40359272153997e-05	0.0750642006936932	1.0241105276241e-44	22	6.03524644251075	"biological_process"	"cellular process"	"purine nucleoside triphosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009161"	40819	362	3682	150	405	153	1	"false"	1.58876787383173e-06	0.00509994487499985	4.62024400425277e-59	22	5.81210289119654	"biological_process"	"cellular process"	"ribonucleoside monophosphate metabolic process"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009205"	40819	301	3682	131	326	131	2	"false"	1.35662355329871e-06	0.00436018810030207	5.89208422611475e-38	24	6.22114582065259	"biological_process"	"cellular process"	"purine ribonucleoside triphosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009259"	40819	445	3682	150	638	178	2	"false"	2.08049583332718e-07	0.000677409443331331	4.1785237722854e-169	24	5.28991350878024	"biological_process"	"cellular process"	"ribonucleotide metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0009987"	40819	22141	3682	2462	29947	3141	1	"false"	5.80091048499981e-10	1.94214483037794e-06	0	1	0.832663452868766	"biological_process"	"NA"	"cellular process"	"Q00423,Q43463,P04670,Q948P5,Q948P6,P16313,P37228,P0CG89,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39817,Q39836,Q39839,P19976,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0010035"	40819	179	3682	41	1685	163	1	"false"	1.67936846549265e-08	5.53183972533279e-05	5.56664620930139e-247	3	5.38310728567818	"biological_process"	"response to chemical"	"response to inorganic substance"	"P0CG89"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0010467"	40819	6506	3682	755	14937	1309	1	"false"	4.77166646506767e-27	1.6567225966715e-23	0	4	3.31183858575422	"biological_process"	"organic substance metabolic process"	"gene expression"	"Q00423,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0010558"	40819	346	3682	62	6459	655	4	"false"	3.97856443889365e-06	0.0127035562533874	0	17	4.93366238345348	"biological_process"	"regulation of biological process"	"negative regulation of macromolecule biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0010608"	40819	244	3682	39	4272	192	1	"false"	7.40456974740932e-13	2.50348503159909e-09	0	10	5.30270686024014	"biological_process"	"regulation of biological process"	"posttranscriptional regulation of gene expression"	"Q39836"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0012505"	40819	2343	3682	490	21376	2656	3	"false"	4.2441699135211e-35	1.48503505274103e-31	0	3	4.70873999976983	"cellular_component"	"cell part"	"endomembrane system"	"Q43463,Q39817"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0012506"	40819	139	3682	61	1673	392	2	"false"	1.99072549775313e-08	6.55545906410107e-05	3.00935916285802e-207	7	6.43625720026953	"cellular_component"	"organelle"	"vesicle membrane"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0015833"	40819	1331	3682	333	2175	404	2	"false"	3.13773864054941e-24	1.08597134349415e-20	0	7	4.25095526789022	"biological_process"	"establishment of localization"	"peptide transport"	"Q43463"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0015980"	40819	240	3682	89	10471	1564	3	"false"	1.07911219267611e-17	3.70351304526441e-14	0	9	5.78393201422984	"biological_process"	"cellular process"	"energy derivation by oxidation of organic compounds"	"P37228"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016043"	40819	5315	3682	913	22195	2471	2	"false"	1.26216920686441e-53	4.44662211578332e-50	0	3	2.5892350450588	"biological_process"	"cellular component organization or biogenesis"	"cellular component organization"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016491"	40819	3112	3682	423	18624	1963	2	"false"	2.19391405202668e-09	7.30573379324885e-06	0	7	2.97344222589747	"molecular_function"	"biological_process"	"oxidoreductase activity"	"P04670,Q948P5,Q948P6,P37228,O04104,Q42806,P19976"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016774"	40819	157	3682	65	3692	322	1	"false"	3.18846408356175e-30	1.11117973312127e-26	2.9546424502431e-281	4	7.98115659156606	"molecular_function"	"transferase activity"	"phosphotransferase activity, carboxyl group as acceptor"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016787"	40819	6779	3682	805	18361	1937	1	"false"	4.95559880286964e-06	0.0157687153907312	0	2	3.17867361429828	"molecular_function"	"NA"	"hydrolase activity"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016817"	40819	2196	3682	497	6779	805	1	"false"	1.23096946895657e-74	4.35147707276146e-71	0	3	4.75729322518682	"molecular_function"	"hydrolase activity"	"hydrolase activity, acting on acid anhydrides"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016829"	40819	727	3682	125	18361	1937	1	"false"	1.99402513635046e-08	6.56433074886571e-05	0	2	4.28604658770149	"molecular_function"	"NA"	"lyase activity"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016836"	40819	270	3682	80	411	89	1	"false"	6.07705501630615e-09	2.01758226541364e-05	3.99839354549519e-114	4	5.62978133440259	"molecular_function"	"lyase activity"	"hydro-lyase activity"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016853"	40819	613	3682	142	18361	1937	1	"false"	3.99826154182778e-20	1.3766014488513e-16	0	2	5.15532335480747	"molecular_function"	"NA"	"isomerase activity"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016874"	40819	431	3682	85	18361	1937	1	"false"	8.27674357893588e-09	2.7362914271962e-05	0	2	5.03671761239962	"molecular_function"	"NA"	"ligase activity"	"O82560"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016880"	40819	14	3682	9	132	22	1	"false"	2.36540396789997e-05	0.0738952199571949	3.65204069977654e-19	4	7.86337355590968	"molecular_function"	"ligase activity"	"acid-ammonia (or amide) ligase activity"	"P24099,O82560"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0016903"	40819	275	3682	89	3112	423	1	"false"	2.20389766061255e-17	7.55496118057983e-14	0	8	5.67234094882138	"molecular_function"	"biological_process"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"	"Q42806"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0019001"	40819	576	3682	217	5645	866	1	"false"	1.15043304095382e-44	4.03686954070694e-41	0	8	7.14282740116162	"molecular_function"	"small molecule binding"	"guanyl nucleotide binding"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0019538"	40819	7791	3682	944	18768	1892	3	"false"	5.38854895875691e-15	1.83587863024848e-11	0	7	2.83293563451724	"biological_process"	"organic substance metabolic process"	"protein metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0019637"	40819	1044	3682	205	19423	1959	2	"false"	1.10133785146988e-21	3.79851424971962e-18	0	6	3.92179174823999	"biological_process"	"cellular process"	"organophosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0019693"	40819	506	3682	162	5066	524	3	"false"	8.53258509591557e-47	2.99749714419514e-43	0	9	5.23629241734114	"biological_process"	"cellular process"	"ribose phosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Bonferroni-Holm"	0.1	"GO"	"GO:0019725"	40819	531	3682	104	23819	2884	3	"false"	4.12848065099792e-07	0.00134010481931392	0	9	5.44547761640464	"biological_process"	"regulation of biological quality"	"cellular homeostasis"	"Q948P5,Q948P6,P16313,P19976"
